Cites	Authors	Title	Year	Source	Publisher	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	ArticleURL	FullTextURL	RelatedURL	search_batch	Abstract - Relevant?	Unique?	AUT? (Does the study include new AUT data?)	Lefties? (Were at least 3 lefties given the AUT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
0	Ä Tangen, RV Emma, J Svensson…	Associations between cognition and serotonin 1B receptor availability in healthy volunteers–A [11C] AZ10419369 Positron Emission Tomography study	2022	International Journal …	academic.oup.com	NA	63	2023-05-25T13:58:21Z	HTML	10.1093/ijnp/pyac084/6961177	NA	NA	NA	NA	NA	NA	0	0	0	4	1	… study in elderly control subjects demonstrated a positive correlation between 5-HT1B binding in total gray matter and creative ability measured with the Guilfords alternative uses task …	https://academic.oup.com/ijnp/advance-article-abstract/doi/10.1093/ijnp/pyac084/6961177	https://academic.oup.com/ijnp/advance-article-abstract/doi/10.1093/ijnp/pyac084/6961177	https://scholar.google.com/scholar?q=related:VcgoECkWr4oJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	0	0		0		
0	P Dias Ignacio Junior	Can Engineers Be Primed to Think in Systems? An Empirical Study Showing the Effects of Concept Mapping on Engineering Students' Ability to Explore the Design …	2022	NA	vtechworks.lib.vt.edu	NA	71	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	… (2010), before performing an Alternative Uses Task, participants were showed three ideas generated by someone else for a certain stimulus word. The cognitive stimulation resultant …	https://vtechworks.lib.vt.edu/handle/10919/107852	https://vtechworks.lib.vt.edu/bitstream/handle/10919/107852/Dias_Ignacio_Junior_P_T_2022.pdf?sequence=1&isAllowed=y	https://scholar.google.com/scholar?q=related:yPub4hmicdgJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	0	0		0		
0	A Anic	Measuring creativity in an improvised jazz context: A preliminary tDCS study	2022	NA	scholar.archive.org	NA	79	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	… creativity by stimulating the DLPFC with the alternative uses task, which is affiliated with the … of a questionnaire to determine their handedness and musical background (the remaining …	https://scholar.archive.org/work/htzmsofnt5dvzgyxfchgrfihdy/access/wayback/https://s3-ap-southeast-2.amazonaws.com/pstorage-mq-9738860830/34519457/01whole.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3OGA3B5WIXFT74VL/20220622/ap-southeast-2/s3/aws4_request&X-Amz-Date=20220622T122259Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=3b931cedf13f76113fc889cca2397becf6eaa5d1b455fe8c953e66e72c747750	https://scholar.archive.org/work/htzmsofnt5dvzgyxfchgrfihdy/access/wayback/https://s3-ap-southeast-2.amazonaws.com/pstorage-mq-9738860830/34519457/01whole.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3OGA3B5WIXFT74VL/20220622/ap-southeast-2/s3/aws4_request&X-Amz-Date=20220622T122259Z&X-Amz-Expires=10&X-Amz-SignedHeaders=host&X-Amz-Signature=3b931cedf13f76113fc889cca2397becf6eaa5d1b455fe8c953e66e72c747750	https://scholar.google.com/scholar?q=related:4gN6fvJlkagJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	0	0		0		
0	Y Kaur	Individual differences in brain signal complexity and their relationship with creativity	2021	NA	oops.uni-oldenburg.de	NA	90	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	2	The brain is a network of dynamical system of interacting neuronal populations giving rise to neural complexity. Neural complexity provides a measure for the amount of information of a …	http://oops.uni-oldenburg.de/5456/	http://oops.uni-oldenburg.de/5456/1/kauind21.pdf	https://scholar.google.com/scholar?q=related:gIaOeOm4ZJ4J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	1	1	0	0		0		
28	N Landmann, M Kuhn, JG Maier, B Feige…	Sleep strengthens but does not reorganize memory traces in a verbal creativity task	2016	Sleep	academic.oup.com	https://scholar.google.com/scholar?cites=3221230049305724417&as_sdt=2005&sciodt=2007&hl=en	8	2023-05-25T14:18:03Z	NA	NA	NA	NA	NA	NA	NA	NA	28	4	6	5	7	… Specifically, creative performance (Unusual Uses Task) was enhanced after reactivating the task during sleep with previously cued odors. In contrast, no beneficial effect of sleep on …	https://academic.oup.com/sleep/article-abstract/39/3/705/2454046	https://academic.oup.com/sleep/article/39/3/705/2454046	https://scholar.google.com/scholar?q=related:AYauvKkbtCwJ:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	1	1	0	0		0		
4	DA Camfield	The biological basis of openness to experience	2008	NA	researchbank.swinburne.edu.au	https://scholar.google.com/scholar?cites=17031335562107235679&as_sdt=2005&sciodt=2007&hl=en	22	2023-05-25T14:18:03Z	BOOK	NA	NA	NA	NA	NA	NA	NA	4	0.27	4	1	15	11.1 Summary 220 11.2 Implications for a neurobiological model of Openness 223 11.3 Limitations of the present study 224 11.3. 1 Range limiting in Openness and Intelligence 224 …	https://researchbank.swinburne.edu.au/items/918ada05-9cf7-45fb-8630-3113cf0dfcb4/1/David%20Alan%20Camfield%20Thesis.pdf	https://researchbank.swinburne.edu.au/items/918ada05-9cf7-45fb-8630-3113cf0dfcb4/1/David%20Alan%20Camfield%20Thesis.pdf	https://scholar.google.com/scholar?q=related:Xy3hNXV1W-wJ:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	1	1	0	0		0		
110	JT Mc Laughlin	Primary and secondary process in the context of cerebral hemispheric specialization	1978	The Psychoanalytic Quarterly	Taylor &Francis	https://scholar.google.com/scholar?cites=10125298651453377762&as_sdt=2005&sciodt=2007&hl=en	21	2023-05-25T14:22:06Z	NA	10.1080/21674086.1978.11926839	NA	NA	NA	NA	NA	NA	110	2.44	110	1	45	… In left-handed persons there is far less clear perceptual asymmetry (preference). … It is generally agreed that the right hemisphere (in right handers) primarily uses a nonverbal mode of …	https://www.tandfonline.com/doi/pdf/10.1080/21674086.1978.11926839	NA	https://scholar.google.com/scholar?q=related:4syeNHpJhIwJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
0	S Foley	Working with Creative Blocks: A Core Energetics Approach Findings from a Self-Experiment and a Workshop	2020	NA	coreenergetics.org	NA	22	2023-05-25T14:22:06Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	3	… They assessed creative thinking using Guilford’s alternate uses test (in which subjects come … left shoulder, arm, and torso (she’s lefthanded). Another said she felt like a crowd of people …	https://www.coreenergetics.org/wp-content/uploads/2023/01/Foley.C5-Project-Paper.060620.pdf	https://www.coreenergetics.org/wp-content/uploads/2023/01/Foley.C5-Project-Paper.060620.pdf	NA	AUT4	1	1	0	0		0		
109	Y Netz, T Dwolatzky, Y Zinker, E Argov…	Aerobic fitness and multidomain cognitive function in advanced age	2011	International …	cambridge.org	https://scholar.google.com/scholar?cites=3638545920352287268&as_sdt=2005&sciodt=2007&hl=en	25	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	109	9.08	22	5	12	… Demographic information, including education level, marital status, country of origin, handedness, prior computer experience, occupation and employment status was provided by the …	https://www.cambridge.org/core/journals/international-psychogeriatrics/article/aerobic-fitness-and-multidomain-cognitive-function-in-advanced-age/0935EE61A3432A2C26991BC5C8F04D8B	https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0935EE61A3432A2C26991BC5C8F04D8B/S1041610210000797a.pdf/aerobic-fitness-and-multidomain-cognitive-function-in-advanced-age.pdf	https://scholar.google.com/scholar?q=related:JHqLmTy2fjIJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
64	DS Rosen, B Erickson, YE Kim, D Mirman…	Anodal tDCS to right dorsolateral prefrontal cortex facilitates performance for novice jazz improvisers but hinders experts	2016	Frontiers in Human …	frontiersin.org	https://scholar.google.com/scholar?cites=9414659035896652499&as_sdt=2005&sciodt=2007&hl=en	29	2023-05-25T14:22:06Z	HTML	10.3389/fnhum.2016.00579	NA	NA	NA	NA	NA	NA	64	9.14	13	5	7	… as part of a separate study, a handedness inventory, and a mood survey. Upon completion of … standardized assessments such as the Alternate Uses Test or the Remote Associates Test. …	https://www.frontiersin.org/articles/10.3389/fnhum.2016.00579/full	https://www.frontiersin.org/articles/10.3389/fnhum.2016.00579/full	https://scholar.google.com/scholar?q=related:06IKHIOWp4IJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
0	NS Wecker	Age and the ability to maintain set with divided attention and interference	1998	NA	search.proquest.com	NA	34	2023-05-25T14:22:06Z	HTML	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	25	… performance on the Alternate Uses test. They concluded that the relationship between frontal lobe dysfunction and memory is not unidimensional. Age-related memory decline may, at …	https://search.proquest.com/openview/b55c3268df683591675cab53a10fe7cf/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/b55c3268df683591675cab53a10fe7cf/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:Je7NbuwcqicJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
3	LA Johnston	The use of the magical ideation scale to measure magical thinking.	1991	NA	curve.carleton.ca	https://scholar.google.com/scholar?cites=10098700132172219689&as_sdt=2005&sciodt=2007&hl=en	64	2023-05-25T14:22:06Z	PDF	NA	NA	NA	NA	NA	NA	NA	3	0.09	3	1	32	… a commen problem in tne literature on handedness; namely, that mignificant results may or … right- and lefthandedness. It is well knewn that net a11 nonrighthandedness is pathological; …	https://curve.carleton.ca/system/files/etd/75144633-0022-436a-a3ea-6641feb77497/etd_pdf/6f12bd686f30b5184bda06929352585c/johnston-theuseofthemagicalideationscaletomeasuremagical.pdf	https://curve.carleton.ca/system/files/etd/75144633-0022-436a-a3ea-6641feb77497/etd_pdf/6f12bd686f30b5184bda06929352585c/johnston-theuseofthemagicalideationscaletomeasuremagical.pdf	https://scholar.google.com/scholar?q=related:KcVQ10PKJYwJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
2	C Best	The boundaries of the cognitive phenotype of autism: social cognition and central coherence in young people with autistic traits and their first degree relatives	2007	NA	era.ed.ac.uk	https://scholar.google.com/scholar?cites=15411226908803674303&as_sdt=2005&sciodt=2007&hl=en	77	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	2	0.13	2	1	16	… Control groups need to be careful matched: conflating variables include age, sex, IQ, socioeconomic group, medication status and handedness, presence versus absence of …	https://era.ed.ac.uk/handle/1842/1846	https://era.ed.ac.uk/bitstream/handle/1842/1846/Catherine+Best+thesis.pdf?sequence=1	https://scholar.google.com/scholar?q=related:vzAvrDit39UJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
4	PK Chadwick	A psychological study of paranoia and delusional thinking	1988	NA	search.proquest.com	https://scholar.google.com/scholar?cites=12114159710872835173&as_sdt=2005&sciodt=2007&hl=en	82	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	4	0.11	4	1	35	In this thesis seven case studies of psychotic or borderline psychotic functioning were presented and an experimental study was reported and discussed involving the participation of 17 …	https://search.proquest.com/openview/db1f4959bbbcfabe5e43f3240e83b128/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://search.proquest.com/openview/db1f4959bbbcfabe5e43f3240e83b128/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://scholar.google.com/scholar?q=related:ZZTszhIkHqgJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
5	KI Taylor Monsch	Semantic language in the right hemisphere: divided visual field and functional imaging studies of reading	2002	NA	zora.uzh.ch	https://scholar.google.com/scholar?cites=3313654329186656869&as_sdt=2005&sciodt=2007&hl=en	83	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	5	0.24	5	1	21	The research reported here was conducted at the Neuropsychology Unit of the Neurology Clinic at the University Hospital Zürich. I am indebted to Professor Dr. phil. Marianne Regard, …	https://www.zora.uzh.ch/id/eprint/163085/	https://www.zora.uzh.ch/id/eprint/163085/1/20030028.pdf	https://scholar.google.com/scholar?q=related:ZSKbTw53_C0J:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
0	E Fowler	Using an assessment tool to support capacity assessments undertaken remotely in the context of a global health crisis: A feasibility study	2020	NA	search.proquest.com	NA	86	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	3	This thesis comprises a systematic literature review, an empirical paper and a critical appraisal. A systematic review of quantitative studies examining the efficacy of cognitive …	https://search.proquest.com/openview/d9e1e5e292c215eff876c7c42c20bd4f/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://search.proquest.com/openview/d9e1e5e292c215eff876c7c42c20bd4f/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://scholar.google.com/scholar?q=related:pIKqCTDxkVkJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	1	1	0	0		0		
0	FG Pease	Relationship of Intelligence to Cortical Arousal During Verbal and Spatial Tasks	1982	NA	shareok.org	NA	15	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	41	… Test, Alternative Uses Test, and the IPAT culture fair test). Subjects who scored high on the Alternative Uses Test … Research indicates that right handers show a greater prevalence of left …	https://shareok.org/bitstream/handle/11244/16610/Thesis-1982-P363r.pdf?sequence=1	https://shareok.org/bitstream/handle/11244/16610/Thesis-1982-P363r.pdf?sequence=1	https://scholar.google.com/scholar?q=related:t36eTKCJp-YJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	0	0		0		
0	SK O'Neal	Parsing the language breakdown among individuals with schizophrenia spectrum disorder: Controlled oral word association versus Wechsler's …	2004	NA	search.proquest.com	NA	45	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	19	Founded upon the prevalence of communication disorders presenting among individuals with schizophrenia spectrum disorder diagnoses, this study was an attempt to parse …	https://search.proquest.com/openview/cb555e523839d28aded0d12b454b53ac/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/cb555e523839d28aded0d12b454b53ac/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?q=related:TGZyqpDtsMQJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	0	0		0		
4	SS Rahman	The neuroscience of musical creativity using complexity tools	2013	NA	researchgate.net	https://scholar.google.com/scholar?cites=5074443188887896673&as_sdt=2005&sciodt=2007&hl=en	53	2023-05-25T14:32:27Z	PDF	NA	NA	NA	NA	NA	NA	NA	4	0.4	4	1	10	This project is heavily experimental and draws on a wide variety of disciplines from musicology and music psychology to cognitive neuroscience and (neuro) philosophy. The objective …	https://www.researchgate.net/profile/Shama-Rahman-2/publication/313187151_THE_NEUROSCIENCE_OF_MUSICAL_CREATIVITY_USING_COMPLEXITY_TOOLS/links/5892093b92851cda256a2c30/THE-NEUROSCIENCE-OF-MUSICAL-CREATIVITY-USING-COMPLEXITY-TOOLS.pdf	https://www.researchgate.net/profile/Shama-Rahman-2/publication/313187151_THE_NEUROSCIENCE_OF_MUSICAL_CREATIVITY_USING_COMPLEXITY_TOOLS/links/5892093b92851cda256a2c30/THE-NEUROSCIENCE-OF-MUSICAL-CREATIVITY-USING-COMPLEXITY-TOOLS.pdf	https://scholar.google.com/scholar?q=related:YUKQ2jELbEYJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	0	0		0		
10	S Chandrasegaran, D Ramanujan…	How do sketching and non-sketching actions convey design intent?	2018	Proceedings of the 2018 …	dl.acm.org	https://scholar.google.com/scholar?cites=11053472627739935399&as_sdt=2005&sciodt=2007&hl=en	55	2023-05-25T14:32:27Z	NA	10.1145/3196709.3196723	NA	NA	NA	NA	NA	NA	10	2	3	3	5	… One participant was left-handed, and all participants had normal or corrected-to-normal vision. We chose experienced participants for this study to lend higher ecological validity to the …	https://dl.acm.org/doi/abs/10.1145/3196709.3196723	https://dl.acm.org/doi/pdf/10.1145/3196709.3196723	https://scholar.google.com/scholar?q=related:p0LxhsrSZZkJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	1	1	0	0		0		
