Cites	Authors	Title	Year	Source	Publisher	Abstract	ArticleURL	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	FullTextURL	Abstract - Relevant?	Unique?	TTCT? (Does the study include new TTCT data?)	Lefties? (Were at least 3 lefties given the TTCT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
14	A Abraham, B Rutter, C Hermann	Conceptual expansion via novel metaphor processing: An ERP replication and extension study examining individual differences in creativity	2021	Brain and Language	Elsevier	The aims of the present ERP study were twofold. First, to determine whether a previous study on creative cognition could be replicated, and second, to extend these findings by …	https://www.sciencedirect.com/science/article/pii/S0093934X21001012	https://scholar.google.com/scholar?cites=10556259051885604042&as_sdt=2005&sciodt=2007&hl=en	173	2023-05-23 11:33:52	HTML								14	7	5	3	2	https://www.sciencedirect.com/science/article/pii/S0093934X21001012	1	1	1	0		0		
2	CE Cipes	Relationship between brain dominance, gender, and improvement in creative thinking skills	1987		search.proquest.com	… the vast majority of right-handers and in a smaller proportion of left-handers. The left hemisphere … The scores of the subjects on the Torrance-Tests-of-Creative_Thinking for all variables (…	https://search.proquest.com/openview/09aa8131539b7b4b92106082d65434fb/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=1818362115966850681&as_sdt=2005&sciodt=2007&hl=en	176	2023-05-23 11:33:52	BOOK								2	0.06	2	1	36	https://search.proquest.com/openview/09aa8131539b7b4b92106082d65434fb/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
26	S Rahimi, VJ Shute	First inspire, then instruct to improve students' creativity	2021	Computers &Education	Elsevier	Creativity is one of the most essential skills for success in life in our dynamic, complex world. For instance, we are currently facing major problems with the COVID-19 pandemic, which …	https://www.sciencedirect.com/science/article/pii/S0360131521001895	https://scholar.google.com/scholar?cites=17563809847790234635&as_sdt=2005&sciodt=2007&hl=en	180	2023-05-23 11:33:52	HTML								26	13	13	2	2	https://www.sciencedirect.com/science/article/pii/S0360131521001895	1	1	1	0		0		
21	AK Lindell	On the interrelation between reduced lateralization, schizotypy, and creativity	2014	Frontiers in psychology	frontiersin.org	… and handedness strength, indicating higher levels of schizotypal traits in mixed handers. … -field) and indirect measures of lateralization (eg, handedness), there is a pressing need for …	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00813/full	https://scholar.google.com/scholar?cites=15095109994829483299&as_sdt=2005&sciodt=2007&hl=en	181	2023-05-23 11:33:52	HTML	10.3389/fpsyg.2014.00813							21	2.33	21	1	9	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00813/full	1	1	1	0		0		
383	N Jaušovec	Differences in cognitive processes between gifted, intelligent, creative, and average individuals while solving complex problems: An EEG study	2000	Intelligence	Elsevier	This study investigated the differences in cognitive processes related to creativity and intelligence using EEG coherence and power measures in the lower (α 1 =7.9–10.0 Hz) and upper …	https://www.sciencedirect.com/science/article/pii/S0160289600000374	https://scholar.google.com/scholar?cites=7749291226726607358&as_sdt=2005&sciodt=2007&hl=en	183	2023-05-23 11:33:52	HTML								383	16.65	383	1	23	https://www.sciencedirect.com/science/article/pii/S0160289600000374	1	1	1	0		0		
1	CFS Leung	A study of the relationship between creativity and fieldwork performance of social work students	2009		leicester.figshare.com	This study investigates the relationship between social work students’ creativity and their fieldwork performance. Systems theory provides a theoretical framework to explain the …	https://leicester.figshare.com/articles/thesis/A_study_of_the_relationship_between_creativity_and_fieldwork_performance_of_social_work_students/10093187/files/18195548.pdf	https://scholar.google.com/scholar?cites=2141614748216679779&as_sdt=2005&sciodt=2007&hl=en	185	2023-05-23 11:33:52	PDF								1	0.07	1	1	14	https://leicester.figshare.com/articles/thesis/A_study_of_the_relationship_between_creativity_and_fieldwork_performance_of_social_work_students/10093187/files/18195548.pdf	1	1	1	0		0		
18	L Wang, H Long, JA Plucker, Q Wang, X Xu…	High schizotypal individuals are more creative? The mediation roles of overinclusive thinking and cognitive inhibition	2018	Frontiers in …	frontiersin.org	Although a theoretical link between positive schizotypy and heightened creativity has been established in the literature, little empirical research has been conducted to examine the …	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01766/full	https://scholar.google.com/scholar?cites=8070923889010949515&as_sdt=2005&sciodt=2007&hl=en	186	2023-05-23 11:33:52	HTML	10.3389/fpsyg.2018.01766							18	3.6	3	6	5	https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01766/full	1	1	1	0		0		
0	H Park	A Neuroimaging Perspective of Schizotypy	2015		researchspace.auckland.ac.nz	Schizotypy is a useful construct for examining the developmental pathway(s) of schizophrenia-spectrum psychopathology. It unifies a wide spectrum of behaviour, ranging from …	https://researchspace.auckland.ac.nz/handle/2292/27170		187	2023-05-23 11:33:52									0	0	0	1	8	https://researchspace.auckland.ac.nz/bitstream/handle/2292/27170/whole.pdf?sequence=2&isAllowed=y	1	1	1	0		0		
28	JN Vold	A study of musical problem-solving behavior in kindergarten children and a comparison with other aspects of creative behavior	1986		search.proquest.com	The primary assumption of this study was that the young child's creative thinking in music is identifiable in terms of ideational fluency, flexibility, sensitivity to the expressive import of …	https://search.proquest.com/openview/9c1be9077c51bd94c37823498a017eba/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=15920375953831316844&as_sdt=2005&sciodt=2007&hl=en	188	2023-05-23 11:33:52	BOOK								28	0.76	28	1	37	https://search.proquest.com/openview/9c1be9077c51bd94c37823498a017eba/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
1	SR Stewart	Correlates of problem-solving and an evaluation of training to increase problem-solving effectiveness	1989		search.proquest.com	… handedness and sex also played a role. Females had higher rCBF overall and left handers differed from right handers … of Creative Thinking" and "Torrance's Tests of Creative Thinking". …	https://search.proquest.com/openview/bf83c65d0b2bae701366eac59c0143cf/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=2220852674459933833&as_sdt=2005&sciodt=2007&hl=en	191	2023-05-23 11:33:52	BOOK								1	0.03	1	1	34	https://search.proquest.com/openview/bf83c65d0b2bae701366eac59c0143cf/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
5	JLT Wilcoxson	Attention deficit hyperactivity disorder and creative potential of children: a multiple case study	2005		search.proquest.com	… Those children received high scores on the Torrance Tests of Creative Thinking. This was especially true of the Figural Battery on which 1 out of 4 children who were receiving …	https://search.proquest.com/openview/2b4239f47e800e3e04a54b768b8f8c2b/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=16479531653272690397&as_sdt=2005&sciodt=2007&hl=en	194	2023-05-23 11:33:52	HTML								5	0.28	5	1	18	https://search.proquest.com/openview/2b4239f47e800e3e04a54b768b8f8c2b/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
3	R Goves-Jacka	Creativity in aboriginal students and the implications for language teaching	1990		ro.ecu.edu.au	The current level of scholastic success of Aboriginal students in Western Australian schools is overviewed together with some concerns regarding Aboriginal cognition. The issues …	https://ro.ecu.edu.au/theses_hons/244/	https://scholar.google.com/scholar?cites=11128041395635675686&as_sdt=2005&sciodt=2007&hl=en	196	2023-05-23 11:33:52									3	0.09	3	1	33	https://ro.ecu.edu.au/cgi/viewcontent.cgi?article=1243&context=theses_hons	1	1	1	0		0		
2	AZ Ursyn-Czarnecka	Computer art graphics integration of art and science	1994		search.proquest.com	… that creativity might be improved in the course of the workshop: he administered alternative forms of the Torrance Tests of Creative Thinking at the beginning and end of the workshop, …	https://search.proquest.com/openview/7b0fa8d691652d12c9bd259290c47ab7/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=2171638060620691029&as_sdt=2005&sciodt=2007&hl=en	197	2023-05-23 11:33:52	BOOK								2	0.07	2	1	29	https://search.proquest.com/openview/7b0fa8d691652d12c9bd259290c47ab7/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
15	YH Li, CY Tseng, ACH Tsai, ACW Huang…	Different brain wave patterns and cortical control abilities in relation to different creative potentials	2016	Creativity Research …	Taylor &Francis	Contemporary understanding of brain functions provides a way to probe into the mystery of creativity. However, the prior evidence regarding the relationship between creativity and …	https://www.tandfonline.com/doi/abs/10.1080/10400419.2016.1125255	https://scholar.google.com/scholar?cites=3627784872151836180&as_sdt=2005&sciodt=2007&hl=en	199	2023-05-23 11:33:52		10.1080/10400419.2016.1125255							15	2.14	3	5	7	https://www.tandfonline.com/doi/pdf/10.1080/10400419.2016.1125255	1	1	1	0		0		
6	JA Lopata	Creativity as a mental state: An EEG study of musical improvisation	2014		search.proquest.com	… those involved in the Torrance Tests of Creative Thinking aimed at measuring individual cognitive abilities, thereby assigning statistically reliable normative values about an individual’s …	https://search.proquest.com/openview/e41e0b2ac6dd4fbc0c696dec6c676d05/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=15484085400762801058&as_sdt=2005&sciodt=2007&hl=en	215	2023-05-23 11:33:52	BOOK								6	0.67	6	1	9	https://search.proquest.com/openview/e41e0b2ac6dd4fbc0c696dec6c676d05/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
1	LH Wang	Does Bilingualism Confer Cognitive Benefits? A Tale of Three Probes	2015		search.proquest.com	Early reported findings pointed to a wide range of cognitive benefits of bilingualism. Recent meta-analytic and experimental results, however, cast serious doubts on whether these …	https://search.proquest.com/openview/6f4bb286ca72578fda9e46456ae40a65/1?pq-origsite=gscholar&cbl=18750	https://scholar.google.com/scholar?cites=12215778784303706799&as_sdt=2005&sciodt=2007&hl=en	216	2023-05-23 11:33:52	HTML								1	0.13	1	1	8	https://search.proquest.com/openview/6f4bb286ca72578fda9e46456ae40a65/1?pq-origsite=gscholar&cbl=18750	1	1	1	0		0		
0	M Blagrove	Blagrove, M.(2007). Dreaming and Personality. In D. Barrett &P. McNamara (Eds.) The new science of dreaming, volume 2: Content, recall, and personality …		researchgate.net		… Participants completed the Torrance Tests of Creative Thinking (including an original uses … measure of creativity, unlike the Torrance tests and remotes associates test mentioned above. …	https://www.researchgate.net/profile/Mark-Blagrove/publication/232572782_Dreaming_and_personality/links/56e2c78708aee974628c1ed6/Dreaming-and-personality		219	2023-05-23 11:33:52	DOC								0	0	0	1		https://www.researchgate.net/profile/Mark-Blagrove/publication/232572782_Dreaming_and_personality/links/56e2c78708aee974628c1ed6/Dreaming-and-personality	1	1	1	0		0		
3	B Wang, H Zhou, H Duan, X Wang…	Highly creative individuals process creative pictorial information more effectively: Evidence from an ERP Study	2021	Creativity Research …	Taylor &Francis	The present study aimed to explore the neural-related mechanism of the creative evaluation process in individual with different levels of creativity. The time course of evaluation process …	https://www.tandfonline.com/doi/abs/10.1080/10400419.2020.1856613	https://scholar.google.com/scholar?cites=8761965644666603944&as_sdt=2005&sciodt=2007&hl=en	223	2023-05-23 11:33:52		10.1080/10400419.2020.1856613							3	1.5	1	5	2	https://www.tandfonline.com/doi/pdf/10.1080/10400419.2020.1856613	1	1	1	0		0		
3	WL Lin, YL Shih	Developmental trends of different creative potentials in relation to adolescents' critical thinking abilities	2022	Thinking Skills and Creativity	Elsevier	Although creativity and critical thinking are two of the 4C skills for 21st-century students, little is known about their relationship from a developmental perspective. It is also suggested that …	https://www.sciencedirect.com/science/article/pii/S1871187121001942	https://scholar.google.com/scholar?cites=298453229965462947&as_sdt=2005&sciodt=2007&hl=en	229	2023-05-23 11:33:52	HTML								3	3	2	2	1	https://www.sciencedirect.com/science/article/pii/S1871187121001942	1	1	1	0		0		
0	KM Braverman	Divergent semantic and behavioral production skills in aphasia and in right hemisphere communication impairment	1990		search.proquest.com	The purpose of this study was to compare divergent and convergent semantic test performance and divergent behavioral test performance among a group of 20 left-hemisphere-…	https://search.proquest.com/openview/db6afd66b50171592ee66078b0b9880f/1?pq-origsite=gscholar&cbl=18750&diss=y		230	2023-05-23 11:33:52	BOOK								0	0	0	1	33	https://search.proquest.com/openview/db6afd66b50171592ee66078b0b9880f/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
4	TA Greenfield	Cerebral hemisphericity and its relationship to academic achievement, sex, and career preference of high school science and mathematics students	1984		search.proquest.com	… Speech is almost entirely confined to the left hemisphere in the vast majority of right-handers and in a smaller proportion of left-handers. The left hemisphere controls processing of verbs…	https://search.proquest.com/openview/cadbe494243c6f4e2a6e20fc40ef0311/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=1673408414433786624&as_sdt=2005&sciodt=2007&hl=en	234	2023-05-23 11:33:52	BOOK								4	0.1	4	1	39	https://search.proquest.com/openview/cadbe494243c6f4e2a6e20fc40ef0311/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
1	E ARONOFF	DIFFERENTIAL EFFECTS OF ADULT REFLECTION-IMPULSIVITY ON THREE ASPECTS OF ORIGINALITY	1980		search.proquest.com	The present study examined the differential effect of the reflection-impulsivity dimension of cognitive style on the ability to produce original responses. Reflection-impulsivity was …	https://search.proquest.com/openview/cff3b10280e30c5c39e116b60c7ed81c/1?pq-origsite=gscholar&cbl=18750&diss=y	https://scholar.google.com/scholar?cites=13325442330979399590&as_sdt=2005&sciodt=2007&hl=en	238	2023-05-23 11:33:52	HTML								1	0.02	1	1	43	https://search.proquest.com/openview/cff3b10280e30c5c39e116b60c7ed81c/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	1	0		0		
